Couple,Position,Position_pots,Monoculture_Couple,Condition_hydrique,Bloc,Colonne,Ligne,plante_genotype,poids_graine,Longueur_feuille_2,Largeur_feuille_2,Nombre_de_feuille_ligulée,thallée,Surface_feuille_2,Biomasse_sèche,vitesse_coleoptile_feuille_1,vitesse_coleoptile_feuille_2,vitesse_longueur_f1,vitesse_largeur_f1
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,gauche,Couple,Bien irrigue,6,3,8,329,43,213,4,3,0,,,30,41,"2,5","0,5"
EL4X_329.EL4X_114 WT b6,B6 - 3 - 8,droite,Couple,Bien irrigue,6,3,8,114,45,191,4,3,0,,,"47,5",53,63,"2,5"
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,gauche,Monoculture,Bien irrigue,6,3,9,130,64,224,4,3,0,,,23,52,"-15,5","-0,5"
EL4X_130.EL4X_130 WT b6,B6 - 3 - 9,droite,Monoculture,Bien irrigue,6,3,9,130,40,213,3,2,0,,,"23,5",NA,-20,"-0,5"
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,gauche,Couple,Bien irrigue,6,4,1,130,53,213,4,3,0,,,"27,5",-57,"0,5",0
EL4X_130.EL4X_131 WT b6,B6 - 4 - 1,droite,Couple,Bien irrigue,6,4,1,131,52,220,4,3,0,,,"29,5","8,5","58,5",2
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,gauche,Couple,Bien irrigue,6,4,2,89,48,NA,NA,NA,0,,,NA,NA,NA,NA
EL4X_89.EL4X_118 WT b6,B6 - 4 - 2,droite,Couple,Bien irrigue,6,4,2,118,40,195,4,3,0,,,"32,5",73,61,"2,5"
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,gauche,Monoculture,Bien irrigue,6,4,3,412,59,213,5,3,0,,,36,"65,5",73,"2,5"
EL4X_412.EL4X_412 WT b6,B6 - 4 - 3,droite,Monoculture,Bien irrigue,6,4,3,412,51,179,4,3,0,,,"42,5",64,"49,5",2
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,gauche,Couple,Bien irrigue,6,4,4,89,41,226,5,3,0,,,40,"76,5",87,"2,5"
EL4X_89.EL4X_348 WT b6,B6 - 4 - 4,droite,Couple,Bien irrigue,6,4,4,348,44,NA,NA,NA,0,,,0,NA,NA,NA
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,gauche,Couple,Bien irrigue,6,4,5,89,46,210,3,3,0,,,22,28,"0,5",0
EL4X_89.EL4X_482 WT b6,B6 - 4 - 5,droite,Couple,Bien irrigue,6,4,5,482,37,164,3,3,0,,,18,35,"-14,5",0
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,gauche,Couple,Bien irrigue,6,4,6,395,47,233,3,3,0,,,"16,33333333",NA,NA,NA
EL4X_395.EL4X_376 WT b6,B6 - 4 - 6,droite,Couple,Bien irrigue,6,4,6,376,56,267,4,3,0,,,"39,5","31,5",6,0
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,gauche,Monoculture,Bien irrigue,6,4,7,165,49,210,3,3,0,,,"30,5",63,87,2
EL4X_165.EL4X_165 WT b6,B6 - 4 - 7,droite,Monoculture,Bien irrigue,6,4,7,165,41,244,3,2,0,,,"30,75","63,5",104,2
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,gauche,Couple,Bien irrigue,6,4,8,114,43,NA,NA,NA,0,,,"7,333333333",NA,NA,NA
EL4X_114.EL4X_376 WT b6,B6 - 4 - 8,droite,Couple,Bien irrigue,6,4,8,376,59,NA,NA,NA,0,,,50,"50,5","72,5","1,5"
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,gauche,Monoculture,Bien irrigue,6,4,9,395,47,233,4,3,0,,,35,71,57,"1,5"
EL4X_395.EL4X_395 WT b6,B6 - 4 - 9,droite,Monoculture,Bien irrigue,6,4,9,395,51,193,3,2,0,,,"13,83333333",NA,NA,NA
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,gauche,Couple,Bien irrigue,6,5,1,376,55,218,5,3,0,,,"27,5",33,-2,0
EL4X_376.EL4X_235 WT b6,B6 - 5 - 1,droite,Couple,Bien irrigue,6,5,1,235,48,167,3,2,0,,,20,"38,5","35,5","1,5"
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,gauche,Monoculture,Bien irrigue,6,5,2,329,56,177,4,3,0,,,21,35,1,0
EL4X_329.EL4X_329 WT b6,B6 - 5 - 2,droite,Monoculture,Bien irrigue,6,5,2,329,33,165,4,3,0,,,"23,5","27,5","0,5",0
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,gauche,Couple,Bien irrigue,6,5,3,329,48,225,5,3,0,,,23,"21,5","26,5",0
EL4X_329.EL4X_235 WT b6,B6 - 5 - 3,droite,Couple,Bien irrigue,6,5,3,235,33,205,3,3,0,,,10,70,34,"-0,5"
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,gauche,Couple,Bien irrigue,6,5,4,165,52,190,4,3,0,,,53,86,"47,5",2
EL4X_165.EL4X_74 WT b6,B6 - 5 - 4,droite,Couple,Bien irrigue,6,5,4,74,45,95,4,3,0,,,23,"-18,5",-34,"-1,5"
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,gauche,Couple,Bien irrigue,6,5,5,482,48,235,5,3,0,,,"27,5",36,-2,0
EL4X_482.EL4X_265 WT b6,B6 - 5 - 5,droite,Couple,Bien irrigue,6,5,5,265,44,220,3,3,0,,,25,38,"-1,5",0
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,gauche,Couple,Bien irrigue,6,5,6,482,31,96,3,3,0,,,NA,"15,5","46,5","1,5"
EL4X_482.EL4X_348 WT b6,B6 - 5 - 6,droite,Couple,Bien irrigue,6,5,6,348,44,232,4,3,0,,,"27,5","34,5","0,5","0,5"
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,gauche,Monoculture,Bien irrigue,6,5,7,74,45,126,2,2,0,,,4,NA,NA,NA
EL4X_74.EL4X_74 WT b6,B6 - 5 - 7,droite,Monoculture,Bien irrigue,6,5,7,74,30,226,4,3,0,,,"29,5","-55,5","0,5",0
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,gauche,Monoculture,Bien irrigue,6,5,8,265,52,217,4,3,0,,,29,"25,5","1,5","-0,5"
EL4X_265.EL4X_265 WT b6,B6 - 5 - 8,droite,Monoculture,Bien irrigue,6,5,8,265,37,230,4,2,0,,,"37,25","74,5","74,5",2
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,gauche,Couple,Bien irrigue,6,5,9,130,30,204,4,3,0,,,28,"29,5",2,0
EL4X_130.EL4X_74 WT b6,B6 - 5 - 9,droite,Couple,Bien irrigue,6,5,9,74,42,,4,3,0,,,"23,5","29,5","-2,5","0,5"
